@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 numeric

@data
735,'2019/09/19 21:52:31:698',3,-12763345,-12763346,-12763346,-12237260,-12105418,-12171210,-12302794,-12499916,-12631501,-12960466,-12040135,-12171466,-12369100,-12632271,-12434635,-11842757,-12171463,-12434377,-12105414,-12171209,-10724019,-11184830,-11711429,-12172235,-11974599,-12040392,-15066858,-15066342,-11711426,-11448002,-6578806,-9013406,-10461878,-11383233,-11316670,-13027796,-13026766,-11447741,-10592693,-10724282,-131589,-4144466,-7961476,-8092013,-8287080,-8419441,-9932679,-11183520,-10329256,-10263729,-65794,-2106144,-4737068,-5128215,-4798478,-4469518,-4665866,-4863244,-5915939,-9072471,-3684166,-7369600,-8159356,-7763301,-5657393,-5195815,-5127964,-5387021,-5780748,-8281147,-8750740,-10132652,-10988988,-11515582,-9342855,-7893342,-7168585,-7758673,-9340294,-9871537,-10790581,-11120060,-11581126,-12501712,-10924226,-11647433,-12435662,-10922429,-10199736,-7836817,-11646662,-11843785,-11120064,-10791357,-10331580,-11975628,-13027797,-10987966,-8888240,-8896167,0.77
736,'2019/09/19 21:52:31:730',3,-12763345,-12763346,-12763346,-12237260,-12105418,-12171210,-12302794,-12499916,-12631501,-12960466,-12040135,-12171466,-12369100,-12632271,-12434635,-11842757,-12171463,-12434377,-12105414,-12171209,-10724019,-11184830,-11711429,-12172235,-11974599,-12040392,-15066858,-15066342,-11711426,-11448002,-6578806,-9013406,-10461878,-11383233,-11316670,-13027796,-13026766,-11447741,-10592693,-10724282,-131589,-4144466,-7961476,-8092013,-8287080,-8419441,-9932679,-11183520,-10329256,-10263729,-65794,-2106144,-4737068,-5128215,-4798478,-4469518,-4665866,-4863244,-5915939,-9072471,-3684166,-7369600,-8159356,-7763301,-5657393,-5195815,-5127964,-5387021,-5780748,-8281147,-8750740,-10132652,-10988988,-11515582,-9342855,-7893342,-7168585,-7758673,-9340294,-9871537,-10790581,-11120060,-11581126,-12501712,-10924226,-11647433,-12435662,-10922429,-10199736,-7836817,-11646662,-11843785,-11120064,-10791357,-10331580,-11975628,-13027797,-10987966,-8888240,-8896167,0.77
737,'2019/09/19 21:52:31:764',3,-12763345,-12763345,-12763600,-12237259,-12039882,-12171210,-12302794,-12434634,-12565964,-12894930,-12105415,-12171465,-12369100,-12632271,-12369100,-11908295,-12171464,-12499913,-12105414,-12171207,-10724021,-11185085,-11645894,-12172237,-11974599,-12040391,-15066857,-15066341,-11842242,-11448001,-6578806,-8948125,-10461878,-11382978,-11316668,-13027540,-13026766,-11382205,-10592437,-10724281,-131589,-4078930,-8027527,-7631461,-7826265,-7958370,-9274487,-10261642,-9999515,-10263471,-65794,-2237739,-4672562,-5260319,-4929807,-4535567,-4665610,-4863246,-5389591,-8020295,-3684166,-7632520,-8554376,-8553338,-5986105,-5327659,-5128994,-5454099,-5714184,-7689524,-8816021,-10132652,-10988989,-11778757,-10264479,-8420205,-7498070,-7759701,-9010809,-9871535,-10790580,-11120061,-11646662,-12567504,-10924228,-11712971,-12501198,-10987965,-10265528,-7837075,-11711942,-11844041,-11120065,-10856638,-10331580,-11910091,-13027540,-10987966,-8888242,-8895913,0.77
738,'2019/09/19 21:52:31:797',3,-12763345,-12763346,-12763600,-12237259,-11974345,-12105674,-12368330,-12434380,-12631501,-12960210,-12040134,-12171721,-12368844,-12632270,-12368843,-11908294,-12237000,-12434376,-12105413,-12171207,-10789556,-11184829,-11645894,-12237772,-11974599,-12040136,-15066858,-15066342,-11776706,-11447745,-6578806,-9013405,-10461878,-11382977,-11251133,-13027540,-12960973,-11382204,-10592436,-10724280,-131589,-4144468,-7830146,-7302752,-7102534,-7365454,-8418660,-9142126,-9209219,-10197416,-65794,-2631990,-4870718,-5327402,-4995858,-4601615,-4534027,-4929296,-5192470,-6639409,-3684166,-7764105,-9278107,-9409426,-6907985,-5525296,-5326888,-5323798,-5714183,-7294765,-8816021,-10198189,-10988989,-11844296,-11251640,-9210501,-8090472,-7957598,-8944758,-9870764,-10790326,-11120061,-11646662,-12567504,-10989764,-11713227,-12501199,-10987965,-10265529,-7902611,-11712197,-11844042,-11185345,-10856638,-10331581,-11910091,-12962260,-10987967,-8953778,-8830634,0.77
739,'2019/09/19 21:52:31:830',3,-12698065,-12763345,-12763345,-12302795,-12039881,-12105673,-12302794,-12434378,-12631245,-12894929,-12105670,-12171721,-12303563,-12632271,-12368844,-11908038,-12171463,-12434375,-12105414,-12236744,-10724021,-11119549,-11711429,-12237771,-11974599,-12040390,-15001321,-15066341,-11776705,-11382208,-6644087,-8948126,-10461878,-11382977,-11250875,-13027282,-12960715,-11381948,-10526899,-10658744,-131589,-4144724,-7764611,-7105885,-6181680,-6574643,-7299658,-7825745,-8155749,-9603984,-65794,-2828859,-5726041,-5329461,-5193754,-4733202,-4402697,-4994578,-5324316,-5850148,-3749702,-7764106,-9804201,-10331306,-8553852,-5657139,-5524779,-5325085,-5715210,-6899745,-8816278,-10132652,-10988989,-11844553,-11712197,-10198691,-8814975,-8287854,-9011582,-9804454,-10856117,-11120061,-11581128,-12501969,-10924484,-11778765,-12501200,-10922430,-10331321,-7902869,-11646663,-11909579,-11120065,-10856893,-10397116,-11844556,-13027540,-10987967,-9019057,-8830634,0.77
740,'2019/09/19 21:52:31:863',3,-12894162,-12828883,-12828883,-12368333,-12170699,-12236492,-12433612,-12565197,-12696782,-13091283,-12236489,-12237003,-12499917,-12763088,-12499661,-11973576,-12367817,-12565193,-12236231,-12367562,-10854837,-11250367,-11776967,-12303053,-12105416,-12105673,-15066601,-15066085,-11907523,-11513025,-6709624,-9078943,-10592696,-11448258,-11250105,-12960975,-13025994,-11447226,-10592179,-10789559,-131590,-4341078,-8224655,-6973786,-5588775,-5783579,-6244911,-6575162,-7232584,-8746609,-65794,-2894397,-7304065,-5988170,-5654571,-4995349,-4534027,-5059089,-5652260,-5914918,-3880521,-7960461,-10000814,-11054524,-10395818,-6512203,-6049841,-5522728,-5781776,-6766873,-8947095,-10263726,-11120063,-11975626,-11843529,-11054013,-9868189,-9011845,-9406607,-10001065,-10921654,-11250880,-11712201,-12698322,-11120838,-11844303,-12632274,-11119040,-10527932,-8099225,-11777480,-11974859,-11316418,-10987712,-10527936,-12040909,-13092821,-11118785,-9215667,-8896173,0.77
741,'2019/09/19 21:52:38:593',4,-11182771,-11248305,-11248305,-10656426,-10458791,-10524839,-10656425,-10853547,-10984876,-11445170,-10459044,-10525094,-10656939,-10985903,-10722730,-10261923,-10590629,-10919080,-10524580,-10524839,-9077647,-9538456,-10065058,-10525867,-10328229,-10525862,-14276569,-14276053,-10261663,-9801629,-4800589,-7104118,-8881298,-9802399,-9670554,-11841979,-11709617,-9867932,-9012113,-9143957,-65794,-2564398,-7039096,-8289921,-6905933,-6705987,-7759702,-8746854,-8419191,-8748681,-65538,-1512220,-6184044,-7238253,-5721385,-4402185,-4400903,-5122822,-5845511,-7686688,-2103841,-5788512,-8223625,-9539994,-9211029,-7039071,-8088658,-8545878,-8287607,-8354694,-6906476,-8486281,-9539483,-10329514,-10197929,-9605793,-9408157,-9473437,-8749974,-7897235,-9275281,-9539227,-10065829,-11052980,-9410216,-10265010,-11118006,-9539233,-8685208,-6257516,-10131107,-10263208,-9538975,-9210526,-9014432,-10988216,-12895432,-9736866,-7373712,-7517336,0.5
742,'2019/09/19 21:52:38:645',4,-11248050,-11248307,-11248305,-10656426,-10458792,-10590120,-10721961,-10918827,-11050412,-11445172,-10524580,-10590376,-10788010,-11051440,-10788010,-10327460,-10656166,-10984617,-10590116,-10655654,-9142928,-9603993,-10065058,-10591402,-10393765,-10656679,-14276570,-14341334,-10261407,-9932446,-4866126,-7169399,-8881299,-9867935,-9736091,-11841979,-11709618,-9999005,-9012114,-9209494,-65794,-2629935,-7104634,-8421252,-7103058,-6837830,-8022876,-9141357,-8616317,-8814475,-2,-1577756,-6249582,-7369327,-5786922,-4467465,-4532231,-5188358,-5976840,-7752482,-2169122,-5854048,-8289162,-9605531,-9210775,-7104352,-8088400,-8545621,-8352886,-8419715,-6972013,-8486283,-9539483,-10395050,-10263210,-9671330,-9473694,-9538973,-8815511,-7963028,-9275282,-9604507,-10065830,-11118260,-9409961,-10330291,-11118006,-9604769,-8750489,-6388333,-10131108,-10328488,-9604511,-9276062,-9079969,-10988215,-12960713,-9802147,-7439249,-7582874,0.5
743,'2019/09/19 21:52:38:682',4,-11248050,-11248307,-11248305,-10656426,-10458792,-10590120,-10721961,-10918827,-11050412,-11445172,-10524580,-10590376,-10788010,-11051440,-10788010,-10327460,-10656166,-10984617,-10590116,-10655654,-9142928,-9603993,-10065058,-10591402,-10393765,-10656679,-14276570,-14341334,-10261407,-9932446,-4866126,-7169399,-8881299,-9867935,-9736091,-11841979,-11709618,-9999005,-9012114,-9209494,-65794,-2629935,-7104634,-8421252,-7103058,-6837830,-8022876,-9141357,-8616317,-8814475,-2,-1577756,-6249582,-7369327,-5786922,-4467465,-4532231,-5188358,-5976840,-7752482,-2169122,-5854048,-8289162,-9605531,-9210775,-7104352,-8088400,-8545621,-8352886,-8419715,-6972013,-8486283,-9539483,-10395050,-10263210,-9671330,-9473694,-9538973,-8815511,-7963028,-9275282,-9604507,-10065830,-11118260,-9409961,-10330291,-11118006,-9604769,-8750489,-6388333,-10131108,-10328488,-9604511,-9276062,-9079969,-10988215,-12960713,-9802147,-7439249,-7582874,0.5
744,'2019/09/19 21:52:38:716',4,-11182771,-11182772,-11182771,-10590891,-10393512,-10524584,-10656426,-10788011,-10984877,-11445173,-10393508,-10525095,-10722475,-10985906,-10722732,-10261924,-10590632,-10853545,-10459044,-10590119,-9077648,-9538459,-9999523,-10525867,-10328229,-10591400,-14276571,-14276055,-10196129,-9801376,-4800591,-7104121,-8881300,-9802401,-9670556,-11841981,-11709620,-9933470,-8946579,-9143959,-65794,-2564400,-7039099,-8618635,-7433314,-7102037,-8813170,-9866372,-8748681,-8617871,-2,-1512221,-6184046,-6843494,-5062934,-4269826,-4203011,-4991749,-5977614,-8016429,-2103587,-5788513,-8158090,-9474204,-9079442,-6380876,-6574641,-7293493,-7825504,-8287351,-6840942,-8420747,-9473948,-10263979,-10197929,-9540258,-9342365,-9473436,-8749975,-7897493,-9209747,-9539228,-10065830,-11052725,-9279144,-10199476,-11052471,-9539233,-8684952,-6322797,-10065572,-10263210,-9538975,-9210527,-9079970,-10922680,-12960970,-9736611,-7308434,-7451545,0.5
745,'2019/09/19 21:52:38:751',4,-11182771,-11182772,-11182771,-10590891,-10393512,-10524584,-10656426,-10788011,-10984877,-11445173,-10393508,-10525095,-10722475,-10985906,-10722732,-10261924,-10590632,-10853545,-10459044,-10590119,-9077648,-9538459,-9999523,-10525867,-10328229,-10591400,-14276571,-14276055,-10196129,-9801376,-4800591,-7104121,-8881300,-9802401,-9670556,-11841981,-11709620,-9933470,-8946579,-9143959,-65794,-2564400,-7039099,-8618635,-7433314,-7102037,-8813170,-9866372,-8748681,-8617871,-2,-1512221,-6184046,-6843494,-5062934,-4269826,-4203011,-4991749,-5977614,-8016429,-2103587,-5788513,-8158090,-9474204,-9079442,-6380876,-6574641,-7293493,-7825504,-8287351,-6840942,-8420747,-9473948,-10263979,-10197929,-9540258,-9342365,-9473436,-8749975,-7897493,-9209747,-9539228,-10065830,-11052725,-9279144,-10199476,-11052471,-9539233,-8684952,-6322797,-10065572,-10263210,-9538975,-9210527,-9079970,-10922680,-12960970,-9736611,-7308434,-7451545,0.5
746,'2019/09/19 21:52:38:783',4,-11248052,-11313589,-11248308,-10721708,-10458792,-10524585,-10721707,-10853293,-11050414,-11510709,-10458790,-10525096,-10722221,-11051186,-10788012,-10327460,-10655912,-10919082,-10589862,-10590119,-9143184,-9603994,-10064804,-10591404,-10393766,-10656681,-14276570,-14341590,-10261664,-9866911,-4800591,-7169400,-8881044,-9867937,-9736092,-11907517,-11709619,-9999006,-9012115,-9209495,-65794,-2629936,-7104636,-9078933,-8617605,-8024953,-10590876,-11512492,-8880270,-8617617,-2,-1511965,-6249326,-6711392,-4865040,-4465922,-4070914,-4926217,-6439975,-8346949,-2103586,-5854050,-8223626,-9276821,-8025969,-5326121,-4862991,-5515016,-6966068,-8218718,-6906478,-8486283,-9539484,-10329514,-10197674,-9474205,-8749450,-9012367,-8749717,-8094102,-9275283,-9604764,-10065830,-11052725,-9409961,-10264754,-11052471,-9539233,-8684953,-6388078,-10131109,-10328490,-9604512,-9276064,-9079969,-10987961,-12895432,-9802148,-7373972,-7516570,0.5
747,'2019/09/19 21:52:38:817',4,-11248052,-11313589,-11248308,-10721708,-10458792,-10524585,-10721707,-10853293,-11050414,-11510709,-10458790,-10525096,-10722221,-11051186,-10788012,-10327460,-10655912,-10919082,-10589862,-10590119,-9143184,-9603994,-10064804,-10591404,-10393766,-10656681,-14276570,-14341590,-10261664,-9866911,-4800591,-7169400,-8881044,-9867937,-9736092,-11907517,-11709619,-9999006,-9012115,-9209495,-65794,-2629936,-7104636,-9078933,-8617605,-8024953,-10590876,-11512492,-8880270,-8617617,-2,-1511965,-6249326,-6711392,-4865040,-4465922,-4070914,-4926217,-6439975,-8346949,-2103586,-5854050,-8223626,-9276821,-8025969,-5326121,-4862991,-5515016,-6966068,-8218718,-6906478,-8486283,-9539484,-10329514,-10197674,-9474205,-8749450,-9012367,-8749717,-8094102,-9275283,-9604764,-10065830,-11052725,-9409961,-10264754,-11052471,-9539233,-8684953,-6388078,-10131109,-10328490,-9604512,-9276064,-9079969,-10987961,-12895432,-9802148,-7373972,-7516570,0.5
748,'2019/09/19 21:52:38:849',4,-11182515,-11182770,-11182770,-10656426,-10458792,-10459303,-10656424,-10787755,-10985131,-11379636,-10393508,-10525095,-10656938,-10985904,-10722730,-10261924,-10525094,-10853544,-10524578,-10590118,-9077647,-9538456,-10065058,-10525865,-10328229,-10525862,-14276570,-14276053,-10196127,-9801629,-4800845,-7104118,-8881299,-9802655,-9670555,-11842237,-11709618,-9933468,-8946577,-9143958,-65794,-2564398,-7039098,-9079188,-8947344,-8355210,-11381425,-12039608,-8814989,-8552335,-2,-1512220,-6184045,-7435119,-5589802,-5256472,-4862490,-5388321,-6771780,-8415837,-2103841,-5788512,-8158088,-8619399,-6709578,-4864540,-4600080,-4990723,-5910542,-7887420,-6906476,-8420745,-9473946,-10263977,-10132134,-8684675,-7497311,-7628129,-8420487,-8225427,-9209745,-9539227,-10000293,-11052980,-9278888,-10199217,-10986676,-9473694,-8750487,-6257263,-10065571,-10263208,-9473438,-9144990,-9014433,-10922421,-12829639,-9736610,-7242898,-7385241,0.5
749,'2019/09/19 21:52:38:884',4,-11182515,-11182770,-11182770,-10656426,-10458792,-10459303,-10656424,-10787755,-10985131,-11379636,-10393508,-10525095,-10656938,-10985904,-10722730,-10261924,-10525094,-10853544,-10524578,-10590118,-9077647,-9538456,-10065058,-10525865,-10328229,-10525862,-14276570,-14276053,-10196127,-9801629,-4800845,-7104118,-8881299,-9802655,-9670555,-11842237,-11709618,-9933468,-8946577,-9143958,-65794,-2564398,-7039098,-9079188,-8947344,-8355210,-11381425,-12039608,-8814989,-8552335,-2,-1512220,-6184045,-7435119,-5589802,-5256472,-4862490,-5388321,-6771780,-8415837,-2103841,-5788512,-8158088,-8619399,-6709578,-4864540,-4600080,-4990723,-5910542,-7887420,-6906476,-8420745,-9473946,-10263977,-10132134,-8684675,-7497311,-7628129,-8420487,-8225427,-9209745,-9539227,-10000293,-11052980,-9278888,-10199217,-10986676,-9473694,-8750487,-6257263,-10065571,-10263208,-9473438,-9144990,-9014433,-10922421,-12829639,-9736610,-7242898,-7385241,0.5
750,'2019/09/19 21:52:38:916',4,-11182515,-11182770,-11182770,-10656426,-10458792,-10459303,-10656424,-10787755,-10985131,-11379636,-10393508,-10525095,-10656938,-10985904,-10722730,-10261924,-10525094,-10853544,-10524578,-10590118,-9077647,-9538456,-10065058,-10525865,-10328229,-10525862,-14276570,-14276053,-10196127,-9801629,-4800845,-7104118,-8881299,-9802655,-9670555,-11842237,-11709618,-9933468,-8946577,-9143958,-65794,-2564398,-7039098,-9079188,-8947344,-8355210,-11381425,-12039608,-8814989,-8552335,-2,-1512220,-6184045,-7435119,-5589802,-5256472,-4862490,-5388321,-6771780,-8415837,-2103841,-5788512,-8158088,-8619399,-6709578,-4864540,-4600080,-4990723,-5910542,-7887420,-6906476,-8420745,-9473946,-10263977,-10132134,-8684675,-7497311,-7628129,-8420487,-8225427,-9209745,-9539227,-10000293,-11052980,-9278888,-10199217,-10986676,-9473694,-8750487,-6257263,-10065571,-10263208,-9473438,-9144990,-9014433,-10922421,-12829639,-9736610,-7242898,-7385241,0.5
751,'2019/09/19 21:52:38:949',4,-11117232,-11117235,-11117233,-10590889,-10393510,-10459047,-10590887,-10788011,-10984874,-11445170,-10393506,-10525094,-10656938,-10920366,-10722729,-10196386,-10525093,-10853798,-10459043,-10524837,-9012365,-9473175,-9999520,-10460329,-10262947,-10525861,-14211034,-14276053,-10130591,-9801628,-4735308,-7038581,-8815761,-9737118,-9670810,-11776699,-11709617,-9933468,-8946832,-9143956,-65794,-2564398,-6973816,-9013651,-8947601,-8355466,-11381682,-12105145,-8749452,-8552334,-1,-1446683,-6118763,-8093057,-6511946,-6508348,-6245946,-5916987,-7234140,-8484468,-2038304,-5722976,-8092551,-8093562,-5656363,-4468493,-3612420,-4728578,-5055234,-7490590,-6775658,-8355208,-9473945,-10198439,-10066595,-8158581,-6773832,-6441272,-7825251,-8290958,-9144209,-9473689,-10000292,-10987443,-9279143,-10133679,-10921137,-9407901,-8750742,-6257263,-10065572,-10197672,-9473437,-9145245,-8948895,-10791092,-12763845,-9671072,-7242641,-7188374,0.5
752,'2019/09/19 21:52:38:983',4,-11117232,-11117235,-11117233,-10590889,-10393510,-10459047,-10590887,-10788011,-10984874,-11445170,-10393506,-10525094,-10656938,-10920366,-10722729,-10196386,-10525093,-10853798,-10459043,-10524837,-9012365,-9473175,-9999520,-10460329,-10262947,-10525861,-14211034,-14276053,-10130591,-9801628,-4735308,-7038581,-8815761,-9737118,-9670810,-11776699,-11709617,-9933468,-8946832,-9143956,-65794,-2564398,-6973816,-9013651,-8947601,-8355466,-11381682,-12105145,-8749452,-8552334,-1,-1446683,-6118763,-8093057,-6511946,-6508348,-6245946,-5916987,-7234140,-8484468,-2038304,-5722976,-8092551,-8093562,-5656363,-4468493,-3612420,-4728578,-5055234,-7490590,-6775658,-8355208,-9473945,-10198439,-10066595,-8158581,-6773832,-6441272,-7825251,-8290958,-9144209,-9473689,-10000292,-10987443,-9279143,-10133679,-10921137,-9407901,-8750742,-6257263,-10065572,-10197672,-9473437,-9145245,-8948895,-10791092,-12763845,-9671072,-7242641,-7188374,0.5
753,'2019/09/19 21:52:39:016',4,-11248051,-11248052,-11248051,-10656427,-10393257,-10524585,-10656171,-10853291,-11050157,-11445173,-10458790,-10524840,-10722477,-11051184,-10788011,-10261669,-10590376,-10918826,-10524325,-10590120,-9143184,-9538457,-10064803,-10525611,-10393766,-10591144,-14276573,-14341335,-10261410,-9866911,-4866128,-7169400,-8881045,-9867938,-9736093,-11907774,-11775155,-9999006,-9012116,-9209239,-65794,-2629937,-7104636,-9144471,-9078420,-8420751,-11512758,-12105148,-8880272,-8617619,-65538,-1511965,-6249584,-8684430,-7696236,-7891297,-7693917,-6707542,-7827317,-8617355,-2103587,-5853795,-8223369,-7764083,-4733456,-4137218,-3347970,-4333314,-4792067,-7489308,-6906478,-8486283,-9539229,-10329257,-9868702,-7565155,-5719595,-5517589,-6965819,-8288379,-9209748,-9604765,-10065831,-10987189,-9344169,-10133424,-10920624,-9472925,-8816023,-6322547,-10065574,-10263209,-9538977,-9144992,-9014177,-10790838,-12763334,-9736353,-7307923,-7318935,0.5
754,'2019/09/19 21:52:39:049',4,-11248051,-11248052,-11248051,-10656427,-10393257,-10524585,-10656171,-10853291,-11050157,-11445173,-10458790,-10524840,-10722477,-11051184,-10788011,-10261669,-10590376,-10918826,-10524325,-10590120,-9143184,-9538457,-10064803,-10525611,-10393766,-10591144,-14276573,-14341335,-10261410,-9866911,-4866128,-7169400,-8881045,-9867938,-9736093,-11907774,-11775155,-9999006,-9012116,-9209239,-65794,-2629937,-7104636,-9144471,-9078420,-8420751,-11512758,-12105148,-8880272,-8617619,-65538,-1511965,-6249584,-8684430,-7696236,-7891297,-7693917,-6707542,-7827317,-8617355,-2103587,-5853795,-8223369,-7764083,-4733456,-4137218,-3347970,-4333314,-4792067,-7489308,-6906478,-8486283,-9539229,-10329257,-9868702,-7565155,-5719595,-5517589,-6965819,-8288379,-9209748,-9604765,-10065831,-10987189,-9344169,-10133424,-10920624,-9472925,-8816023,-6322547,-10065574,-10263209,-9538977,-9144992,-9014177,-10790838,-12763334,-9736353,-7307923,-7318935,0.5
755,'2019/09/19 21:52:39:083',4,-11248051,-11248052,-11248051,-10656427,-10393257,-10524585,-10656171,-10853291,-11050157,-11445173,-10458790,-10524840,-10722477,-11051184,-10788011,-10261669,-10590376,-10918826,-10524325,-10590120,-9143184,-9538457,-10064803,-10525611,-10393766,-10591144,-14276573,-14341335,-10261410,-9866911,-4866128,-7169400,-8881045,-9867938,-9736093,-11907774,-11775155,-9999006,-9012116,-9209239,-65794,-2629937,-7104636,-9144471,-9078420,-8420751,-11512758,-12105148,-8880272,-8617619,-65538,-1511965,-6249584,-8684430,-7696236,-7891297,-7693917,-6707542,-7827317,-8617355,-2103587,-5853795,-8223369,-7764083,-4733456,-4137218,-3347970,-4333314,-4792067,-7489308,-6906478,-8486283,-9539229,-10329257,-9868702,-7565155,-5719595,-5517589,-6965819,-8288379,-9209748,-9604765,-10065831,-10987189,-9344169,-10133424,-10920624,-9472925,-8816023,-6322547,-10065574,-10263209,-9538977,-9144992,-9014177,-10790838,-12763334,-9736353,-7307923,-7318935,0.5
756,'2019/09/19 21:52:39:116',4,-11117235,-11182516,-11182516,-10656427,-10393257,-10459049,-10656171,-10853292,-10984877,-11379637,-10393509,-10524840,-10656685,-10985904,-10722476,-10261925,-10524841,-10853545,-10524325,-10590119,-9077649,-9472922,-9999267,-10525610,-10328230,-10525864,-14211036,-14276055,-10196129,-9801375,-4800592,-7103865,-8881044,-9802401,-9670302,-11842238,-11644084,-9933470,-8946580,-9143959,-65794,-2564401,-7039100,-9079191,-9012885,-8420751,-11447477,-12039868,-8814992,-8552082,-2,-1512221,-6184048,-8750482,-8025720,-8287088,-8154985,-6905437,-7893371,-8551819,-2103587,-5788515,-8157834,-7435115,-4601870,-4071683,-3151362,-4136450,-4792581,-7489565,-6840943,-8420747,-9473693,-10066853,-9342352,-7038292,-5193250,-5254158,-6899769,-8157564,-9209748,-9538973,-10000296,-10987190,-9278888,-10133167,-10855087,-9407643,-8816023,-6322547,-10065574,-10197418,-9473441,-9144992,-8882849,-10659509,-12566468,-9670818,-7307923,-7253142,0.5
757,'2019/09/19 21:52:39:150',4,-11117235,-11182516,-11182516,-10656427,-10393257,-10459049,-10656171,-10853292,-10984877,-11379637,-10393509,-10524840,-10656685,-10985904,-10722476,-10261925,-10524841,-10853545,-10524325,-10590119,-9077649,-9472922,-9999267,-10525610,-10328230,-10525864,-14211036,-14276055,-10196129,-9801375,-4800592,-7103865,-8881044,-9802401,-9670302,-11842238,-11644084,-9933470,-8946580,-9143959,-65794,-2564401,-7039100,-9079191,-9012885,-8420751,-11447477,-12039868,-8814992,-8552082,-2,-1512221,-6184048,-8750482,-8025720,-8287088,-8154985,-6905437,-7893371,-8551819,-2103587,-5788515,-8157834,-7435115,-4601870,-4071683,-3151362,-4136450,-4792581,-7489565,-6840943,-8420747,-9473693,-10066853,-9342352,-7038292,-5193250,-5254158,-6899769,-8157564,-9209748,-9538973,-10000296,-10987190,-9278888,-10133167,-10855087,-9407643,-8816023,-6322547,-10065574,-10197418,-9473441,-9144992,-8882849,-10659509,-12566468,-9670818,-7307923,-7253142,0.5
